ar,smasvaedi,aldursflokkur,fjoldi,fjoldi_total
2023,3402,30-34 ára,35,1053
2024,3402,35-39 ára,52,1177
2024,3402,50-54 ára,41,1053
2023,3402,5-9 ára,24,1053
2024,3402,35-39 ára,25,1053
2023,3402,50-54 ára,37,1053
2023,3402,30-34 ára,37,1177
2023,3402,75-79 ára,14,1053
2024,3402,15-19 ára,40,1053
2024,3402,85-89 ára,3,1053
2024,3402,45-49 ára,31,1177
2023,3402,40-44 ára,33,1053
2024,3402,45-49 ára,31,1053
2023,3402,0-4 ára,21,1053
2024,3402,75-79 ára,20,1177
2024,3402,40-44 ára,32,1177
2024,3402,15-19 ára,34,1177
2024,3402,5-9 ára,31,1177
2023,3402,60-64 ára,44,1177
2023,3402,45-49 ára,42,1053
2024,3402,60-64 ára,41,1053
2023,3402,55-59 ára,48,1177
2023,3402,50-54 ára,37,1177
2024,3402,55-59 ára,43,1177
2024,3402,40-44 ára,33,1053
2023,3402,65-69 ára,36,1053
2023,3402,20-24 ára,40,1053
2023,3402,80-84 ára,10,1053
2024,3402,30-34 ára,45,1177
2024,3402,65-69 ára,34,1177
2024,3402,55-59 ára,40,1053
2023,3402,60-64 ára,45,1053
2024,3402,70-74 ára,17,1053
2023,3402,15-19 ára,27,1177
2024,3402,10-14 ára,28,1177
2023,3402,0-4 ára,34,1177
2024,3402,30-34 ára,38,1053
2024,3402,60-64 ára,49,1177
2024,3403,15-19 ára,82,2869
2023,3403,55-59 ára,103,2869
2024,3403,40-44 ára,91,2869
2023,3403,40-44 ára,84,2869
2023,3403,20-24 ára,109,2879
2024,3403,5-9 ára,99,2879
2024,3403,10-14 ára,95,2869
2023,3403,60-64 ára,85,2869
2024,3403,70-74 ára,52,2879
2023,3403,15-19 ára,75,2869
2023,3403,15-19 ára,81,2879
2024,3403,5-9 ára,98,2869
2023,3403,80-84 ára,30,2879
2024,3403,20-24 ára,96,2879
2023,3403,5-9 ára,89,2869
2024,3403,85-89 ára,25,2869
2023,3403,55-59 ára,85,2879
2024,3403,75-79 ára,41,2869
2023,3403,40-44 ára,86,2879
2023,3403,20-24 ára,109,2869
2023,3403,5-9 ára,82,2879
2024,3403,60-64 ára,81,2869
2023,3403,75-79 ára,48,2879
2024,3403,55-59 ára,68,2879
2024,3403,55-59 ára,99,2869
2024,3403,15-19 ára,84,2879
2023,3403,60-64 ára,87,2879
2023,3403,30-34 ára,89,2879
2023,3403,0-4 ára,80,2869
2024,3403,50-54 ára,80,2869
2023,3403,90 ára og eldri,18,2879
2023,3403,50-54 ára,78,2869
2024,3403,75-79 ára,47,2879
2023,3403,10-14 ára,103,2879
2024,3403,35-39 ára,103,2879
2023,3403,85-89 ára,18,2879
2024,3403,65-69 ára,78,2879
2024,3403,10-14 ára,98,2879
2023,3403,10-14 ára,98,2869
2024,3403,70-74 ára,45,2869
2023,3403,70-74 ára,45,2879
2024,3403,30-34 ára,99,2879
2023,3403,25-29 ára,110,2869
2024,3403,0-4 ára,85,2879
2024,3403,30-34 ára,106,2869
2023,3403,80-84 ára,46,2869
2024,3403,25-29 ára,119,2879
2024,3403,80-84 ára,43,2869
2023,3403,75-79 ára,36,2869
2023,3403,25-29 ára,106,2879
2024,3403,90 ára og eldri,20,2869
2024,3403,50-54 ára,84,2879
2024,3403,65-69 ára,75,2869
2023,3403,90 ára og eldri,16,2869
2024,3403,45-49 ára,91,2879
2023,3403,35-39 ára,103,2879
2024,3403,20-24 ára,107,2869
2023,3403,45-49 ára,88,2879
2023,3403,45-49 ára,78,2869
2023,3403,30-34 ára,100,2869
2023,3403,85-89 ára,25,2869
2023,3403,50-54 ára,77,2879
2023,3403,70-74 ára,47,2869
2024,3403,40-44 ára,90,2879
2024,3403,25-29 ára,120,2869
2023,3403,35-39 ára,94,2869
2024,3403,60-64 ára,100,2879
2023,3403,65-69 ára,74,2879
2024,3403,45-49 ára,75,2869
2023,3403,65-69 ára,75,2869
2023,3403,0-4 ára,97,2879
2024,3403,80-84 ára,29,2879
2024,3403,35-39 ára,90,2869
2024,3403,0-4 ára,68,2869
2024,3403,85-89 ára,16,2879
2024,3403,90 ára og eldri,15,2879
2023,3404,70-74 ára,26,1029
2024,3404,10-14 ára,32,1029
2024,3404,5-9 ára,28,923
2024,3404,15-19 ára,35,1029
2023,3404,90 ára og eldri,2,1029
2023,3404,40-44 ára,25,923
2024,3404,60-64 ára,36,923
2024,3404,5-9 ára,27,1029
2023,3404,15-19 ára,26,923
2023,3404,30-34 ára,33,1029
2023,3404,65-69 ára,39,923
2024,3404,30-34 ára,37,1029
2023,3404,35-39 ára,30,1029
2024,3404,30-34 ára,33,923
2023,3404,60-64 ára,34,923
2023,3404,30-34 ára,32,923
2024,3404,20-24 ára,28,923
2024,3404,85-89 ára,5,923
2024,3404,90 ára og eldri,4,923
2023,3404,65-69 ára,39,1029
2024,3404,10-14 ára,31,923
2024,3404,80-84 ára,9,923
2023,3404,40-44 ára,29,1029
2023,3404,10-14 ára,33,1029
2024,3404,40-44 ára,28,1029
2024,3404,80-84 ára,9,1029
2024,3404,40-44 ára,28,923
2024,3404,70-74 ára,20,923
2024,3404,35-39 ára,28,1029
2023,3404,20-24 ára,29,923
2023,3404,80-84 ára,7,923
2023,3404,20-24 ára,45,1029
2023,3404,25-29 ára,25,1029
2024,3404,65-69 ára,38,1029
2023,3404,5-9 ára,28,923
2023,3404,85-89 ára,8,923
2023,3404,10-14 ára,34,923
2023,3404,35-39 ára,30,923
2024,3404,15-19 ára,33,923
2024,3404,25-29 ára,26,923
2024,3404,20-24 ára,42,1029
2023,3404,25-29 ára,32,923
2024,3404,25-29 ára,35,1029
2024,3404,65-69 ára,36,923
2023,3404,80-84 ára,10,1029
2023,3404,85-89 ára,4,1029
2024,3404,70-74 ára,33,1029
2024,3404,85-89 ára,5,1029
2024,3404,35-39 ára,35,923
2023,3404,15-19 ára,30,1029
2023,3404,45-49 ára,36,1029
2024,3404,60-64 ára,36,1029
2023,3404,75-79 ára,12,923
2023,3404,45-49 ára,29,923
2023,3404,50-54 ára,28,923
2024,3404,50-54 ára,32,1029
2024,3404,75-79 ára,13,923
2024,3404,45-49 ára,34,1029
2023,3404,50-54 ára,26,1029
2023,3404,55-59 ára,26,923
2023,3404,60-64 ára,39,1029
2024,3404,55-59 ára,20,1029
2024,3404,90 ára og eldri,2,1029
2023,3404,0-4 ára,21,923
2023,3404,5-9 ára,27,1029
2023,3404,70-74 ára,16,923
2024,3404,0-4 ára,24,923
2024,3404,0-4 ára,33,1029
2023,3404,0-4 ára,40,1029
2023,3404,90 ára og eldri,1,923
2023,3404,55-59 ára,26,1029
2024,3404,45-49 ára,24,923
2024,3404,55-59 ára,25,923
2024,3404,50-54 ára,28,923
2024,3404,75-79 ára,12,1029
2023,3404,75-79 ára,11,1029
2024,3501,65-69 ára,44,1196
2024,3501,70-74 ára,40,1233
2024,3501,45-49 ára,41,1196
2023,3501,30-34 ára,36,1233
2024,3501,5-9 ára,25,1233
2023,3501,0-4 ára,25,1233
2023,3501,55-59 ára,49,1196
2023,3501,60-64 ára,24,1196
2023,3501,35-39 ára,32,1196
2024,3501,75-79 ára,21,1196
2024,3501,10-14 ára,38,1233
2024,3501,85-89 ára,11,1233
2024,3501,35-39 ára,31,1233
2023,3501,50-54 ára,33,1233
2024,3501,75-79 ára,24,1233
2023,3501,90 ára og eldri,6,1233
2024,3501,25-29 ára,39,1196
2023,3501,60-64 ára,35,1233
2023,3501,15-19 ára,51,1233
2023,3501,10-14 ára,43,1233
2024,3501,25-29 ára,37,1233
2023,3501,50-54 ára,30,1196
2024,3501,30-34 ára,33,1196
2023,3501,45-49 ára,41,1233
2024,3501,90 ára og eldri,8,1233
2023,3501,90 ára og eldri,4,1196
2024,3501,15-19 ára,55,1233
2023,3501,25-29 ára,30,1196
2024,3501,80-84 ára,20,1196
2023,3501,5-9 ára,37,1196
2023,3501,65-69 ára,50,1233
2023,3501,40-44 ára,40,1196
2023,3501,30-34 ára,41,1196
2024,3501,65-69 ára,41,1233
2024,3501,15-19 ára,37,1196
2024,3501,35-39 ára,34,1196
2024,3501,0-4 ára,26,1233
2023,3501,80-84 ára,16,1196
2024,3501,60-64 ára,30,1196
2023,3501,75-79 ára,23,1196
2023,3501,40-44 ára,43,1233
2023,3501,5-9 ára,28,1233
2023,3501,80-84 ára,15,1233
2024,3501,30-34 ára,32,1233
2023,3501,0-4 ára,37,1196
2024,3501,60-64 ára,38,1233
2024,3501,50-54 ára,38,1196
2024,3501,90 ára og eldri,6,1196
2023,3501,70-74 ára,40,1196
2023,3501,75-79 ára,22,1233
2024,3501,0-4 ára,34,1196
2023,3501,15-19 ára,38,1196
2024,3501,70-74 ára,41,1196
2023,3501,25-29 ára,42,1233
2024,3501,5-9 ára,32,1196
2023,3501,85-89 ára,10,1233
2024,3501,20-24 ára,42,1233
2024,3501,55-59 ára,31,1233
2023,3501,20-24 ára,45,1233
2023,3501,20-24 ára,40,1196
2024,3501,10-14 ára,28,1196
2023,3501,35-39 ára,25,1233
2023,3501,65-69 ára,48,1196
2023,3501,85-89 ára,7,1196
2024,3501,50-54 ára,38,1233
2023,3501,45-49 ára,37,1196
2024,3501,45-49 ára,42,1233
2024,3501,55-59 ára,42,1196
2024,3501,20-24 ára,34,1196
2023,3501,10-14 ára,24,1196
2024,3501,40-44 ára,39,1196
2024,3501,85-89 ára,6,1196
2024,3501,40-44 ára,39,1233
2024,3501,80-84 ára,15,1233
2023,3501,70-74 ára,36,1233
2023,3501,55-59 ára,34,1233
2023,3502,20-24 ára,70,1904
2024,3502,15-19 ára,65,1904
2023,3502,55-59 ára,58,1904
2024,3502,60-64 ára,49,1719
2023,3502,35-39 ára,46,1904
2023,3502,40-44 ára,59,1719
2024,3502,25-29 ára,60,1904
2023,3502,70-74 ára,47,1719
2024,3502,65-69 ára,43,1719
2024,3502,70-74 ára,49,1719
2023,3502,20-24 ára,59,1719
2023,3502,10-14 ára,59,1719
2023,3502,15-19 ára,49,1719
2023,3502,60-64 ára,44,1719
2023,3502,90 ára og eldri,13,1719
2024,3502,70-74 ára,67,1904
2024,3502,35-39 ára,51,1719
2023,3502,35-39 ára,48,1719
2024,3502,25-29 ára,41,1719
2023,3502,50-54 ára,51,1719
2024,3502,20-24 ára,54,1719
2023,3502,55-59 ára,48,1719
2024,3502,75-79 ára,42,1904
2024,3502,0-4 ára,53,1904
2023,3502,5-9 ára,61,1719
2024,3502,20-24 ára,73,1904
2024,3502,80-84 ára,20,1904
2023,3502,65-69 ára,59,1904
2024,3502,85-89 ára,13,1719
2024,3502,0-4 ára,56,1719
2023,3502,5-9 ára,55,1904
2024,3502,10-14 ára,74,1904
2023,3502,70-74 ára,52,1904
2024,3502,45-49 ára,52,1719
2023,3502,75-79 ára,42,1719
2024,3502,35-39 ára,37,1904
2023,3502,80-84 ára,20,1719
2023,3502,90 ára og eldri,5,1904
2024,3502,15-19 ára,53,1719
2024,3502,50-54 ára,60,1719
2023,3502,25-29 ára,53,1904
2024,3502,75-79 ára,39,1719
2024,3502,80-84 ára,23,1719
2023,3502,25-29 ára,42,1719
2024,3502,90 ára og eldri,13,1719
2023,3502,80-84 ára,20,1904
2023,3502,0-4 ára,55,1719
2023,3502,30-34 ára,46,1719
2023,3502,50-54 ára,62,1904
2024,3502,40-44 ára,58,1904
2024,3502,50-54 ára,69,1904
2023,3502,0-4 ára,61,1904
2024,3502,55-59 ára,42,1719
2024,3502,5-9 ára,58,1719
2023,3502,65-69 ára,48,1719
2024,3502,60-64 ára,56,1904
2023,3502,40-44 ára,56,1904
2023,3502,45-49 ára,45,1904
2024,3502,5-9 ára,54,1904
2024,3502,90 ára og eldri,4,1904
2024,3502,30-34 ára,56,1904
2023,3502,85-89 ára,11,1719
2023,3502,45-49 ára,60,1719
2024,3502,40-44 ára,55,1719
2023,3502,10-14 ára,72,1904
2024,3502,65-69 ára,48,1904
2023,3502,60-64 ára,55,1904
2024,3502,55-59 ára,52,1904
2024,3502,10-14 ára,58,1719
2024,3502,30-34 ára,48,1719
2024,3502,85-89 ára,11,1904
2023,3502,30-34 ára,59,1904
2023,3502,75-79 ára,41,1904
2023,3502,15-19 ára,80,1904
2023,3502,85-89 ára,11,1904
2024,3502,45-49 ára,45,1904
2023,3503,35-39 ára,44,1628
2024,3503,70-74 ára,38,1628
2024,3503,25-29 ára,55,1628
2023,3503,90 ára og eldri,6,1649
2024,3503,5-9 ára,61,1649
2024,3503,20-24 ára,68,1628
2024,3503,55-59 ára,58,1649
2023,3503,50-54 ára,47,1628
2023,3503,85-89 ára,8,1649
2023,3503,60-64 ára,44,1628
2023,3503,80-84 ára,18,1649
2023,3503,30-34 ára,54,1649
2024,3503,10-14 ára,58,1628
2023,3503,35-39 ára,38,1649
2024,3503,35-39 ára,38,1649
2024,3503,30-34 ára,47,1649
2024,3503,80-84 ára,20,1649
2023,3503,5-9 ára,56,1649
2023,3503,5-9 ára,41,1628
2024,3503,30-34 ára,55,1628
2024,3503,60-64 ára,48,1649
2024,3503,90 ára og eldri,3,1649
2024,3503,0-4 ára,48,1649
2023,3503,0-4 ára,47,1649
2024,3503,10-14 ára,41,1649
2024,3503,35-39 ára,51,1628
2024,3503,20-24 ára,66,1649
2024,3503,15-19 ára,50,1628
2024,3503,0-4 ára,58,1628
2024,3503,50-54 ára,59,1649
2024,3503,65-69 ára,47,1628
2023,3503,15-19 ára,59,1649
2024,3503,50-54 ára,45,1628
2024,3503,85-89 ára,14,1628
2024,3503,5-9 ára,43,1628
2024,3503,75-79 ára,30,1649
2023,3503,20-24 ára,62,1649
2023,3503,55-59 ára,56,1649
2023,3503,75-79 ára,32,1649
2024,3503,40-44 ára,45,1628
2024,3503,45-49 ára,46,1649
2023,3503,60-64 ára,44,1649
2023,3503,25-29 ára,49,1649
2023,3503,45-49 ára,54,1628
2024,3503,85-89 ára,8,1649
2023,3503,50-54 ára,63,1649
2024,3503,80-84 ára,17,1628
2024,3503,25-29 ára,47,1649
2023,3503,90 ára og eldri,3,1628
2023,3503,10-14 ára,57,1628
2023,3503,20-24 ára,60,1628
2024,3503,75-79 ára,33,1628
2024,3503,65-69 ára,44,1649
2023,3503,65-69 ára,51,1649
2023,3503,15-19 ára,50,1628
2023,3503,70-74 ára,45,1649
2024,3503,55-59 ára,53,1628
2023,3503,25-29 ára,54,1628
2024,3503,90 ára og eldri,6,1628
2023,3503,80-84 ára,19,1628
2023,3503,10-14 ára,44,1649
2023,3503,40-44 ára,46,1628
2023,3503,30-34 ára,49,1628
2023,3503,0-4 ára,47,1628
2023,3503,75-79 ára,28,1628
2024,3503,70-74 ára,44,1649
2024,3503,40-44 ára,50,1649
2024,3503,60-64 ára,48,1628
2023,3503,65-69 ára,45,1628
2023,3503,45-49 ára,42,1649
2023,3503,85-89 ára,16,1628
2023,3503,40-44 ára,51,1649
2024,3503,45-49 ára,47,1628
2023,3503,55-59 ára,56,1628
2024,3503,15-19 ára,66,1649
2023,3503,70-74 ára,37,1628
2024,3504,25-29 ára,84,2580
2024,3504,90 ára og eldri,13,2580
2024,3504,45-49 ára,67,2604
2023,3504,90 ára og eldri,11,2580
2024,3504,50-54 ára,87,2604
2023,3504,70-74 ára,62,2580
2023,3504,20-24 ára,70,2580
2024,3504,80-84 ára,32,2604
2023,3504,60-64 ára,88,2604
2023,3504,10-14 ára,74,2580
2023,3504,25-29 ára,74,2604
2023,3504,80-84 ára,34,2604
2024,3504,65-69 ára,74,2604
2023,3504,70-74 ára,59,2604
2023,3504,30-34 ára,87,2580
2023,3504,45-49 ára,65,2580
2023,3504,30-34 ára,88,2604
2024,3504,10-14 ára,89,2604
2024,3504,60-64 ára,88,2604
2023,3504,50-54 ára,78,2604
2023,3504,10-14 ára,92,2604
2024,3504,25-29 ára,80,2604
2023,3504,50-54 ára,76,2580
2024,3504,85-89 ára,19,2604
2024,3504,35-39 ára,77,2604
2023,3504,65-69 ára,70,2604
2024,3504,75-79 ára,52,2604
2024,3504,85-89 ára,20,2580
2024,3504,35-39 ára,76,2580
2024,3504,30-34 ára,83,2580
2023,3504,25-29 ára,93,2580
2024,3504,50-54 ára,78,2580
2024,3504,75-79 ára,52,2580
2024,3504,65-69 ára,84,2580
2023,3504,75-79 ára,48,2604
2023,3504,75-79 ára,42,2580
2024,3504,30-34 ára,96,2604
2024,3504,80-84 ára,28,2580
2024,3504,10-14 ára,80,2580
2023,3504,35-39 ára,75,2580
2023,3504,90 ára og eldri,17,2604
2024,3504,70-74 ára,64,2580
2023,3504,20-24 ára,84,2604
2024,3504,20-24 ára,82,2604
2024,3504,40-44 ára,92,2580
2023,3504,85-89 ára,23,2580
2023,3504,45-49 ára,78,2604
2023,3504,15-19 ára,71,2604
2023,3504,60-64 ára,78,2580
2024,3504,55-59 ára,76,2580
2023,3504,5-9 ára,91,2604
2024,3504,15-19 ára,75,2604
2024,3504,70-74 ára,56,2604
2024,3504,0-4 ára,79,2604
2023,3504,80-84 ára,28,2580
2024,3504,60-64 ára,83,2580
2023,3504,15-19 ára,89,2580
2023,3504,35-39 ára,71,2604
2024,3504,45-49 ára,59,2580
2023,3504,55-59 ára,73,2580
2023,3504,85-89 ára,14,2604
2023,3504,5-9 ára,87,2580
2023,3504,0-4 ára,75,2580
2023,3504,40-44 ára,91,2580
2024,3504,15-19 ára,96,2580
2024,3504,5-9 ára,88,2580
2023,3504,55-59 ára,86,2604
2024,3504,55-59 ára,89,2604
2023,3504,65-69 ára,85,2580
2024,3504,0-4 ára,71,2580
2024,3504,40-44 ára,73,2604
2024,3504,5-9 ára,90,2604
2023,3504,0-4 ára,75,2604
2024,3504,20-24 ára,69,2580
2024,3504,90 ára og eldri,10,2604
2023,3504,40-44 ára,71,2604
2024,3601,15-19 ára,48,1981
2023,3601,20-24 ára,53,1940
2024,3601,0-4 ára,58,1940
2023,3601,35-39 ára,57,1940
2023,3601,50-54 ára,46,1981
2024,3601,50-54 ára,49,1940
2023,3601,15-19 ára,45,1981
2024,3601,55-59 ára,76,1940
2023,3601,0-4 ára,58,1940
2024,3601,85-89 ára,15,1981
2024,3601,90 ára og eldri,8,1981
2023,3601,65-69 ára,73,1981
2023,3601,45-49 ára,46,1940
2024,3601,60-64 ára,78,1981
2024,3601,45-49 ára,48,1981
2023,3601,20-24 ára,51,1981
2023,3601,85-89 ára,21,1940
2023,3601,45-49 ára,46,1981
2024,3601,65-69 ára,73,1981
2023,3601,25-29 ára,58,1981
2023,3601,65-69 ára,55,1940
2024,3601,5-9 ára,52,1981
2023,3601,25-29 ára,60,1940
2024,3601,55-59 ára,63,1981
2024,3601,15-19 ára,46,1940
2024,3601,5-9 ára,56,1940
2024,3601,10-14 ára,53,1940
2024,3601,75-79 ára,41,1940
2024,3601,60-64 ára,87,1940
2023,3601,90 ára og eldri,13,1940
2024,3601,25-29 ára,63,1940
2023,3601,80-84 ára,34,1940
2023,3601,35-39 ára,68,1981
2023,3601,55-59 ára,77,1940
2023,3601,5-9 ára,56,1981
2023,3601,10-14 ára,57,1940
2023,3601,40-44 ára,61,1981
2024,3601,45-49 ára,41,1940
2024,3601,35-39 ára,68,1940
2024,3601,0-4 ára,53,1981
2024,3601,40-44 ára,52,1940
2024,3601,70-74 ára,47,1940
2023,3601,30-34 ára,56,1981
2023,3601,60-64 ára,83,1940
2024,3601,10-14 ára,62,1981
2024,3601,25-29 ára,64,1981
2023,3601,55-59 ára,74,1981
2023,3601,10-14 ára,58,1981
2024,3601,80-84 ára,38,1940
2023,3601,30-34 ára,57,1940
2023,3601,0-4 ára,58,1981
2023,3601,15-19 ára,41,1940
2024,3601,30-34 ára,63,1981
2023,3601,85-89 ára,15,1981
2023,3601,75-79 ára,47,1981
2024,3601,85-89 ára,22,1940
2023,3601,70-74 ára,58,1981
2023,3601,40-44 ára,57,1940
2024,3601,75-79 ára,55,1981
2024,3601,50-54 ára,49,1981
2024,3601,20-24 ára,53,1981
2024,3601,35-39 ára,54,1981
2024,3601,65-69 ára,56,1940
2024,3601,90 ára og eldri,12,1940
2023,3601,60-64 ára,74,1981
2023,3601,90 ára og eldri,5,1981
2024,3601,20-24 ára,58,1940
2023,3601,50-54 ára,49,1940
2023,3601,70-74 ára,56,1940
2024,3601,30-34 ára,52,1940
2023,3601,75-79 ára,40,1940
2024,3601,70-74 ára,59,1981
2023,3601,80-84 ára,34,1981
2024,3601,80-84 ára,30,1981
2023,3601,5-9 ára,51,1940
2024,3601,40-44 ára,71,1981
2023,3602,40-44 ára,57,1831
2024,3602,30-34 ára,49,1831
2023,3602,55-59 ára,71,1909
2023,3602,85-89 ára,25,1831
2023,3602,75-79 ára,29,1909
2024,3602,45-49 ára,44,1831
2024,3602,25-29 ára,60,1909
2024,3602,45-49 ára,48,1909
2024,3602,40-44 ára,47,1909
2024,3602,30-34 ára,68,1909
2024,3602,70-74 ára,38,1831
2023,3602,25-29 ára,63,1831
2023,3602,40-44 ára,43,1909
2023,3602,60-64 ára,61,1831
2024,3602,50-54 ára,71,1831
2023,3602,80-84 ára,22,1909
2023,3602,70-74 ára,51,1909
2023,3602,20-24 ára,66,1831
2023,3602,90 ára og eldri,5,1909
2024,3602,65-69 ára,54,1831
2024,3602,90 ára og eldri,11,1831
2023,3602,0-4 ára,62,1909
2023,3602,0-4 ára,45,1831
2024,3602,70-74 ára,41,1909
2024,3602,10-14 ára,65,1831
2024,3602,50-54 ára,54,1909
2024,3602,40-44 ára,52,1831
2024,3602,15-19 ára,43,1831
2024,3602,75-79 ára,31,1831
2023,3602,10-14 ára,63,1831
2023,3602,90 ára og eldri,8,1831
2024,3602,15-19 ára,56,1909
2023,3602,55-59 ára,58,1831
2024,3602,10-14 ára,64,1909
2023,3602,30-34 ára,63,1909
2023,3602,15-19 ára,62,1909
2024,3602,80-84 ára,20,1831
2023,3602,85-89 ára,15,1909
2023,3602,30-34 ára,51,1831
2023,3602,80-84 ára,20,1831
2023,3602,70-74 ára,42,1831
2023,3602,25-29 ára,54,1909
2023,3602,65-69 ára,52,1831
2024,3602,25-29 ára,69,1831
2023,3602,50-54 ára,70,1831
2024,3602,0-4 ára,51,1831
2024,3602,35-39 ára,65,1909
2024,3602,20-24 ára,60,1831
2023,3602,60-64 ára,77,1909
2024,3602,35-39 ára,52,1831
2024,3602,65-69 ára,48,1909
2023,3602,5-9 ára,71,1831
2023,3602,5-9 ára,54,1909
2024,3602,80-84 ára,24,1909
2023,3602,45-49 ára,53,1909
2024,3602,0-4 ára,49,1909
2024,3602,85-89 ára,25,1831
2023,3602,10-14 ára,68,1909
2024,3602,60-64 ára,78,1909
2023,3602,35-39 ára,63,1909
2023,3602,35-39 ára,44,1831
2023,3602,65-69 ára,41,1909
2023,3602,50-54 ára,53,1909
2024,3602,60-64 ára,59,1831
2023,3602,20-24 ára,73,1909
2024,3602,20-24 ára,77,1909
2024,3602,5-9 ára,54,1909
2024,3602,85-89 ára,11,1909
2024,3602,75-79 ára,37,1909
2024,3602,55-59 ára,60,1909
2024,3602,55-59 ára,61,1831
2024,3602,90 ára og eldri,9,1909
2023,3602,75-79 ára,29,1831
2024,3602,5-9 ára,61,1831
2023,3602,15-19 ára,41,1831
2023,3602,45-49 ára,49,1831
2024,3603,20-24 ára,108,2881
2024,3603,5-9 ára,92,2722
2024,3603,10-14 ára,113,2881
2024,3603,80-84 ára,24,2722
2024,3603,55-59 ára,101,2722
2024,3603,55-59 ára,90,2881
2023,3603,85-89 ára,16,2881
2024,3603,75-79 ára,49,2881
2023,3603,30-34 ára,89,2722
2023,3603,45-49 ára,81,2722
2024,3603,35-39 ára,88,2881
2023,3603,65-69 ára,61,2722
2023,3603,60-64 ára,109,2881
2024,3603,70-74 ára,56,2881
2024,3603,40-44 ára,96,2881
2023,3603,5-9 ára,98,2881
2023,3603,20-24 ára,91,2722
2023,3603,75-79 ára,39,2722
2023,3603,65-69 ára,71,2881
2023,3603,25-29 ára,95,2722
2024,3603,25-29 ára,107,2722
2023,3603,70-74 ára,59,2881
2023,3603,85-89 ára,12,2722
2024,3603,85-89 ára,11,2722
2024,3603,5-9 ára,97,2881
2023,3603,50-54 ára,91,2722
2023,3603,35-39 ára,79,2881
2023,3603,90 ára og eldri,6,2881
2024,3603,10-14 ára,82,2722
2024,3603,75-79 ára,39,2722
2023,3603,55-59 ára,95,2881
2024,3603,50-54 ára,96,2722
2024,3603,65-69 ára,60,2722
2024,3603,45-49 ára,63,2881
2024,3603,70-74 ára,72,2722
2024,3603,35-39 ára,73,2722
2024,3603,20-24 ára,91,2722
2023,3603,5-9 ára,80,2722
2024,3603,0-4 ára,105,2722
2024,3603,90 ára og eldri,8,2881
2023,3603,15-19 ára,81,2881
2024,3603,30-34 ára,93,2881
2023,3603,25-29 ára,103,2881
2024,3603,90 ára og eldri,5,2722
2024,3603,60-64 ára,119,2881
2024,3603,25-29 ára,102,2881
2023,3603,80-84 ára,23,2881
2024,3603,15-19 ára,87,2881
2023,3603,80-84 ára,22,2722
2023,3603,20-24 ára,105,2881
2023,3603,40-44 ára,60,2722
2024,3603,85-89 ára,13,2881
2023,3603,10-14 ára,93,2722
2023,3603,0-4 ára,89,2881
2024,3603,40-44 ára,72,2722
2023,3603,55-59 ára,106,2722
2023,3603,90 ára og eldri,4,2722
2023,3603,40-44 ára,82,2881
2024,3603,30-34 ára,89,2722
2024,3603,50-54 ára,95,2881
2023,3603,75-79 ára,48,2881
2023,3603,35-39 ára,74,2722
2023,3603,60-64 ára,84,2722
2023,3603,70-74 ára,65,2722
2023,3603,15-19 ára,87,2722
2024,3603,45-49 ára,73,2722
2024,3603,0-4 ára,88,2881
2024,3603,80-84 ára,25,2881
2024,3603,60-64 ára,84,2722
2023,3603,45-49 ára,62,2881
2023,3603,30-34 ára,88,2881
2023,3603,0-4 ára,116,2722
2023,3603,10-14 ára,105,2881
2024,3603,15-19 ára,96,2722
2023,3603,50-54 ára,94,2881
2024,3603,65-69 ára,78,2881
2024,3701,30-34 ára,31,1178
2024,3701,35-39 ára,38,1178
2023,3701,20-24 ára,33,1188
2023,3701,45-49 ára,29,1178
2024,3701,80-84 ára,10,1178
2023,3701,0-4 ára,35,1178
2023,3701,80-84 ára,20,1188
2023,3701,25-29 ára,28,1188
2023,3701,15-19 ára,60,1178
2023,3701,55-59 ára,33,1178
2024,3701,60-64 ára,37,1188
2024,3701,40-44 ára,53,1178
2024,3701,60-64 ára,24,1178
2024,3701,85-89 ára,8,1188
2023,3701,35-39 ára,31,1188
2023,3701,85-89 ára,8,1188
2023,3701,5-9 ára,36,1188
2024,3701,45-49 ára,38,1188
2024,3701,10-14 ára,46,1188
2023,3701,60-64 ára,37,1188
2023,3701,10-14 ára,48,1178
2024,3701,65-69 ára,24,1178
2024,3701,30-34 ára,37,1188
2023,3701,25-29 ára,31,1178
2023,3701,65-69 ára,24,1178
2023,3701,20-24 ára,42,1178
2024,3701,15-19 ára,50,1188
2024,3701,55-59 ára,32,1178
2024,3701,90 ára og eldri,5,1178
2024,3701,25-29 ára,35,1178
2024,3701,5-9 ára,33,1188
2023,3701,75-79 ára,19,1178
2024,3701,25-29 ára,29,1188
2024,3701,70-74 ára,25,1178
2023,3701,70-74 ára,26,1188
2024,3701,35-39 ára,37,1188
2024,3701,55-59 ára,44,1188
2023,3701,40-44 ára,46,1178
2024,3701,90 ára og eldri,8,1188
2023,3701,65-69 ára,17,1188
2024,3701,45-49 ára,28,1178
2023,3701,10-14 ára,53,1188
2023,3701,90 ára og eldri,9,1188
2024,3701,70-74 ára,27,1188
2024,3701,75-79 ára,25,1178
2023,3701,45-49 ára,43,1188
2024,3701,0-4 ára,32,1178
2023,3701,35-39 ára,32,1178
2024,3701,80-84 ára,20,1188
2024,3701,50-54 ára,35,1188
2024,3701,40-44 ára,51,1188
