ar,smasvaedi,aldursflokkur,fjoldi,fjoldi_total
2023,3701,15-19 ára,50,1188
2023,3701,60-64 ára,28,1178
2024,3701,20-24 ára,38,1188
2024,3701,50-54 ára,36,1178
2024,3701,15-19 ára,56,1178
2024,3701,20-24 ára,41,1178
2024,3701,75-79 ára,16,1188
2023,3701,30-34 ára,31,1188
2023,3701,50-54 ára,38,1188
2023,3701,0-4 ára,24,1188
2023,3701,75-79 ára,17,1188
2023,3701,30-34 ára,33,1178
2024,3701,10-14 ára,53,1178
2023,3701,55-59 ára,40,1188
2024,3701,5-9 ára,41,1178
2024,3701,65-69 ára,15,1188
2023,3701,5-9 ára,34,1178
2023,3701,40-44 ára,47,1188
2023,3701,70-74 ára,27,1178
2023,3701,85-89 ára,7,1178
2023,3701,50-54 ára,37,1178
2023,3701,90 ára og eldri,8,1178
2023,3701,80-84 ára,10,1178
2024,3701,0-4 ára,31,1188
2024,3701,85-89 ára,6,1178
2023,3702,85-89 ára,7,1699
2024,3702,25-29 ára,51,1446
2023,3702,90 ára og eldri,4,1699
2023,3702,75-79 ára,16,1446
2023,3702,15-19 ára,49,1446
2024,3702,55-59 ára,52,1699
2023,3702,55-59 ára,46,1446
2023,3702,20-24 ára,60,1699
2024,3702,20-24 ára,65,1699
2024,3702,25-29 ára,67,1699
2023,3702,65-69 ára,34,1446
2023,3702,0-4 ára,35,1446
2024,3702,65-69 ára,33,1446
2024,3702,15-19 ára,67,1699
2024,3702,50-54 ára,56,1446
2023,3702,65-69 ára,33,1699
2024,3702,10-14 ára,50,1699
2024,3702,85-89 ára,7,1446
2024,3702,50-54 ára,61,1699
2024,3702,90 ára og eldri,6,1446
2024,3702,70-74 ára,21,1446
2024,3702,10-14 ára,55,1446
2024,3702,85-89 ára,9,1699
2023,3702,25-29 ára,53,1446
2024,3702,65-69 ára,32,1699
2023,3702,0-4 ára,43,1699
2023,3702,50-54 ára,51,1699
2023,3702,15-19 ára,72,1699
2024,3702,55-59 ára,46,1446
2024,3702,20-24 ára,55,1446
2024,3702,75-79 ára,19,1446
2023,3702,20-24 ára,48,1446
2023,3702,25-29 ára,68,1699
2023,3702,55-59 ára,47,1699
2024,3702,15-19 ára,48,1446
2023,3702,85-89 ára,9,1446
2024,3702,70-74 ára,26,1699
2023,3702,70-74 ára,23,1446
2024,3702,5-9 ára,29,1446
2024,3702,5-9 ára,35,1699
2024,3702,90 ára og eldri,4,1699
2023,3702,35-39 ára,71,1699
2024,3702,0-4 ára,35,1699
2023,3702,80-84 ára,9,1699
2024,3702,45-49 ára,53,1446
2023,3702,45-49 ára,46,1446
2024,3702,60-64 ára,42,1699
2024,3702,0-4 ára,30,1446
2023,3702,30-34 ára,72,1699
2023,3702,5-9 ára,40,1446
2024,3702,80-84 ára,11,1699
2024,3702,35-39 ára,68,1699
2024,3702,35-39 ára,39,1446
2023,3702,60-64 ára,51,1699
2023,3702,30-34 ára,58,1446
2023,3702,10-14 ára,50,1699
2023,3702,90 ára og eldri,7,1446
2023,3702,10-14 ára,51,1446
2024,3702,80-84 ára,23,1446
2023,3702,50-54 ára,54,1446
2024,3702,75-79 ára,18,1699
2023,3702,70-74 ára,24,1699
2023,3702,75-79 ára,18,1699
2024,3702,30-34 ára,86,1699
2024,3702,30-34 ára,61,1446
2023,3702,45-49 ára,67,1699
2023,3702,35-39 ára,43,1446
2024,3702,45-49 ára,62,1699
2024,3702,40-44 ára,62,1699
2024,3702,40-44 ára,52,1446
2023,3702,80-84 ára,19,1446
2023,3702,60-64 ára,41,1446
2023,3702,40-44 ára,62,1699
2023,3702,5-9 ára,38,1699
2023,3702,40-44 ára,55,1446
2024,3702,60-64 ára,35,1446
2023,3703,65-69 ára,51,1667
2023,3703,50-54 ára,60,1616
2023,3703,5-9 ára,46,1667
2023,3703,90 ára og eldri,20,1616
2024,3703,0-4 ára,34,1616
2024,3703,55-59 ára,48,1667
2024,3703,75-79 ára,36,1616
2023,3703,80-84 ára,24,1667
2024,3703,45-49 ára,39,1616
2024,3703,75-79 ára,33,1667
2023,3703,40-44 ára,42,1616
2023,3703,85-89 ára,23,1616
2023,3703,15-19 ára,58,1616
2024,3703,30-34 ára,59,1667
2023,3703,25-29 ára,57,1667
2024,3703,80-84 ára,26,1667
2024,3703,60-64 ára,68,1667
2024,3703,5-9 ára,41,1667
2024,3703,5-9 ára,35,1616
2024,3703,45-49 ára,28,1667
2023,3703,10-14 ára,49,1667
2024,3703,0-4 ára,39,1667
2023,3703,25-29 ára,53,1616
2023,3703,0-4 ára,33,1667
2024,3703,25-29 ára,49,1667
2024,3703,85-89 ára,17,1667
2023,3703,30-34 ára,40,1616
2024,3703,60-64 ára,55,1616
2023,3703,20-24 ára,55,1616
2024,3703,20-24 ára,45,1616
2023,3703,0-4 ára,35,1616
2024,3703,65-69 ára,50,1616
2024,3703,40-44 ára,44,1667
2024,3703,55-59 ára,56,1616
2023,3703,45-49 ára,37,1616
2023,3703,45-49 ára,31,1667
2023,3703,40-44 ára,44,1667
2023,3703,55-59 ára,46,1616
2024,3703,15-19 ára,54,1667
2023,3703,35-39 ára,43,1616
2023,3703,70-74 ára,49,1616
2023,3703,65-69 ára,51,1616
2023,3703,20-24 ára,57,1667
2024,3703,35-39 ára,44,1616
2023,3703,35-39 ára,42,1667
2024,3703,40-44 ára,48,1616
2024,3703,15-19 ára,63,1616
2023,3703,90 ára og eldri,16,1667
2024,3703,50-54 ára,44,1667
2024,3703,80-84 ára,33,1616
2024,3703,35-39 ára,47,1667
2024,3703,90 ára og eldri,14,1616
2023,3703,75-79 ára,36,1667
2023,3703,50-54 ára,50,1667
2023,3703,55-59 ára,49,1667
2023,3703,60-64 ára,57,1616
2023,3703,15-19 ára,61,1667
2023,3703,70-74 ára,54,1667
2024,3703,20-24 ára,51,1667
2024,3703,85-89 ára,18,1616
2023,3703,5-9 ára,37,1616
2024,3703,70-74 ára,60,1667
2024,3703,10-14 ára,35,1616
2023,3703,30-34 ára,74,1667
2023,3703,80-84 ára,33,1616
2024,3703,65-69 ára,44,1667
2023,3703,60-64 ára,55,1667
2024,3703,50-54 ára,46,1616
2024,3703,25-29 ára,50,1616
2023,3703,10-14 ára,36,1616
2023,3703,85-89 ára,18,1667
2024,3703,90 ára og eldri,14,1667
2024,3703,30-34 ára,52,1616
2023,3703,75-79 ára,40,1616
2024,3703,70-74 ára,48,1616
2024,3703,10-14 ára,54,1667
2023,3704,25-29 ára,30,1001
2023,3704,40-44 ára,32,1001
2023,3704,35-39 ára,33,1001
2024,3704,20-24 ára,40,1001
2023,3704,5-9 ára,27,1001
2023,3704,25-29 ára,36,1098
2023,3704,60-64 ára,31,1001
2023,3704,15-19 ára,38,1001
2024,3704,5-9 ára,22,1001
2024,3704,30-34 ára,40,1001
2024,3704,35-39 ára,33,1001
2023,3704,90 ára og eldri,2,1098
2023,3704,65-69 ára,28,1098
2024,3704,25-29 ára,38,1098
2024,3704,45-49 ára,33,1098
2024,3704,45-49 ára,31,1001
2023,3704,70-74 ára,22,1001
2024,3704,30-34 ára,51,1098
2023,3704,50-54 ára,35,1098
2024,3704,40-44 ára,44,1098
2023,3704,55-59 ára,30,1001
2024,3704,90 ára og eldri,3,1098
2023,3704,0-4 ára,17,1098
2023,3704,5-9 ára,35,1098
2023,3704,60-64 ára,42,1098
2024,3704,15-19 ára,34,1098
2024,3704,35-39 ára,45,1098
2023,3704,0-4 ára,27,1001
2024,3704,70-74 ára,24,1098
2023,3704,15-19 ára,32,1098
2023,3704,85-89 ára,5,1001
2023,3704,10-14 ára,30,1098
2024,3704,75-79 ára,22,1098
2024,3704,65-69 ára,30,1001
2023,3704,20-24 ára,34,1098
2023,3704,30-34 ára,40,1001
2023,3704,55-59 ára,30,1098
2024,3704,50-54 ára,33,1098
2023,3704,80-84 ára,8,1098
2023,3704,10-14 ára,31,1001
2023,3704,70-74 ára,28,1098
2024,3704,40-44 ára,33,1001
2024,3704,25-29 ára,24,1001
2024,3704,80-84 ára,9,1098
2024,3704,50-54 ára,33,1001
2024,3704,10-14 ára,33,1098
2024,3704,55-59 ára,38,1098
2023,3704,35-39 ára,45,1098
2024,3704,65-69 ára,29,1098
2023,3704,40-44 ára,35,1098
2023,3704,75-79 ára,16,1098
2024,3704,90 ára og eldri,3,1001
2023,3704,20-24 ára,35,1001
2024,3704,55-59 ára,32,1001
2024,3704,10-14 ára,31,1001
2024,3704,60-64 ára,33,1001
2023,3704,85-89 ára,3,1098
2024,3704,85-89 ára,3,1098
2024,3704,15-19 ára,37,1001
2024,3704,85-89 ára,4,1001
2023,3704,80-84 ára,5,1001
2024,3704,80-84 ára,8,1001
2024,3704,20-24 ára,35,1098
2023,3704,30-34 ára,48,1098
2024,3704,75-79 ára,23,1001
2023,3704,75-79 ára,21,1001
2023,3704,45-49 ára,25,1001
2023,3704,45-49 ára,31,1098
2023,3704,50-54 ára,38,1001
2023,3704,65-69 ára,26,1001
2023,3704,90 ára og eldri,2,1001
2024,3704,0-4 ára,20,1098
2024,3704,0-4 ára,26,1001
2024,3704,5-9 ára,29,1098
2024,3704,70-74 ára,20,1001
2024,3704,60-64 ára,40,1098
2024,3801,5-9 ára,51,2726
2024,3801,0-4 ára,109,2656
2023,3801,10-14 ára,72,2726
2023,3801,25-29 ára,114,2726
2023,3801,90 ára og eldri,3,2656
2023,3801,0-4 ára,99,2726
2023,3801,60-64 ára,85,2726
2023,3801,10-14 ára,75,2656
2024,3801,30-34 ára,104,2726
2024,3801,0-4 ára,109,2726
2024,3801,70-74 ára,86,2726
2023,3801,70-74 ára,89,2726
2024,3801,75-79 ára,68,2656
2023,3801,15-19 ára,85,2656
2023,3801,75-79 ára,61,2656
2023,3801,40-44 ára,60,2656
2023,3801,90 ára og eldri,6,2726
2023,3801,20-24 ára,101,2656
2023,3801,30-34 ára,96,2656
2023,3801,80-84 ára,34,2656
2024,3801,45-49 ára,71,2656
2023,3801,35-39 ára,63,2656
2023,3801,75-79 ára,61,2726
2023,3801,5-9 ára,62,2656
2024,3801,25-29 ára,130,2726
2024,3801,55-59 ára,77,2726
2023,3801,85-89 ára,7,2656
2024,3801,35-39 ára,72,2656
2024,3801,50-54 ára,88,2726
2023,3801,0-4 ára,98,2656
2024,3801,45-49 ára,80,2726
2023,3801,25-29 ára,117,2656
2023,3801,80-84 ára,21,2726
2023,3801,40-44 ára,79,2726
2023,3801,35-39 ára,56,2726
2024,3801,10-14 ára,76,2656
2024,3801,60-64 ára,71,2656
2024,3801,65-69 ára,80,2656
2023,3801,50-54 ára,84,2726
2024,3801,85-89 ára,10,2726
2023,3801,15-19 ára,70,2726
2024,3801,50-54 ára,73,2656
2023,3801,70-74 ára,62,2656
2023,3801,50-54 ára,79,2656
2024,3801,20-24 ára,96,2726
2024,3801,25-29 ára,135,2656
2024,3801,90 ára og eldri,3,2726
2024,3801,90 ára og eldri,3,2656
2023,3801,20-24 ára,112,2726
2024,3801,30-34 ára,106,2656
2024,3801,15-19 ára,76,2726
2024,3801,75-79 ára,68,2726
2024,3801,40-44 ára,66,2656
2023,3801,45-49 ára,68,2726
2023,3801,55-59 ára,70,2656
2023,3801,65-69 ára,85,2726
2024,3801,10-14 ára,76,2726
2023,3801,55-59 ára,71,2726
2024,3801,5-9 ára,71,2656
2023,3801,85-89 ára,8,2726
2024,3801,80-84 ára,32,2726
2023,3801,5-9 ára,54,2726
2024,3801,40-44 ára,81,2726
2024,3801,80-84 ára,33,2656
2024,3801,15-19 ára,89,2656
2023,3801,60-64 ára,69,2656
2024,3801,65-69 ára,89,2726
2024,3801,20-24 ára,101,2656
2023,3801,45-49 ára,60,2656
2024,3801,35-39 ára,59,2726
2024,3801,70-74 ára,68,2656
2023,3801,30-34 ára,93,2726
2024,3801,55-59 ára,72,2656
2024,3801,85-89 ára,9,2656
2024,3801,60-64 ára,84,2726
2023,3801,65-69 ára,81,2656
2023,3802,70-74 ára,43,1352
2024,3802,90 ára og eldri,4,1352
2024,3802,50-54 ára,42,1352
2024,3802,10-14 ára,46,1327
2023,3802,5-9 ára,35,1352
2023,3802,40-44 ára,40,1352
2023,3802,90 ára og eldri,1,1327
2023,3802,15-19 ára,43,1327
2023,3802,0-4 ára,48,1352
2024,3802,15-19 ára,46,1352
2023,3802,85-89 ára,6,1327
2024,3802,35-39 ára,33,1352
2023,3802,55-59 ára,46,1352
2024,3802,30-34 ára,43,1352
2023,3802,25-29 ára,59,1327
2024,3802,65-69 ára,43,1352
2023,3802,50-54 ára,33,1327
2024,3802,5-9 ára,34,1327
2023,3802,85-89 ára,5,1352
2024,3802,10-14 ára,34,1352
2024,3802,20-24 ára,47,1327
2024,3802,75-79 ára,34,1352
2024,3802,30-34 ára,54,1327
2024,3802,80-84 ára,11,1327
2024,3802,65-69 ára,42,1327
2023,3802,40-44 ára,38,1327
2024,3802,25-29 ára,54,1352
2024,3802,40-44 ára,40,1327
2023,3802,80-84 ára,10,1352
2023,3802,35-39 ára,31,1352
2024,3802,0-4 ára,42,1352
2024,3802,60-64 ára,38,1352
2024,3802,45-49 ára,32,1327
2024,3802,70-74 ára,33,1327
2024,3802,25-29 ára,50,1327
2024,3802,45-49 ára,43,1352
2023,3802,20-24 ára,54,1327
2023,3802,65-69 ára,43,1327
2023,3802,75-79 ára,26,1327
2023,3802,45-49 ára,48,1352
2024,3802,70-74 ára,37,1352
2023,3802,30-34 ára,41,1352
2023,3802,15-19 ára,41,1352
2023,3802,75-79 ára,21,1352
2023,3802,60-64 ára,46,1352
2024,3802,90 ára og eldri,2,1327
2024,3802,80-84 ára,12,1352
2023,3802,35-39 ára,39,1327
2024,3802,50-54 ára,29,1327
2023,3802,45-49 ára,40,1327
2024,3802,0-4 ára,41,1327
2023,3802,10-14 ára,48,1327
2023,3802,0-4 ára,37,1327
2023,3802,70-74 ára,31,1327
2023,3802,25-29 ára,49,1352
2023,3802,65-69 ára,38,1352
2024,3802,40-44 ára,42,1352
2024,3802,5-9 ára,35,1352
2023,3802,30-34 ára,45,1327
2024,3802,35-39 ára,42,1327
2023,3802,10-14 ára,38,1352
2024,3802,55-59 ára,39,1327
2024,3802,20-24 ára,43,1352
2024,3802,60-64 ára,37,1327
2023,3802,50-54 ára,40,1352
2024,3802,85-89 ára,4,1327
2024,3802,85-89 ára,5,1352
2023,3802,90 ára og eldri,2,1352
2023,3802,60-64 ára,40,1327
2023,3802,5-9 ára,33,1327
2024,3802,55-59 ára,50,1352
2023,3802,55-59 ára,38,1327
2024,3802,75-79 ára,34,1327
2024,3802,15-19 ára,47,1327
2023,3802,80-84 ára,9,1327
2023,3802,20-24 ára,50,1352
2024,3803,5-9 ára,44,1300
2023,3803,0-4 ára,25,1328
2023,3803,90 ára og eldri,2,1328
2023,3803,75-79 ára,25,1328
2024,3803,65-69 ára,32,1300
2024,3803,60-64 ára,36,1300
2023,3803,40-44 ára,60,1300
2023,3803,20-24 ára,46,1300
2023,3803,20-24 ára,53,1328
2024,3803,20-24 ára,60,1328
2024,3803,75-79 ára,31,1300
2023,3803,65-69 ára,35,1328
2023,3803,60-64 ára,29,1300
2024,3803,40-44 ára,36,1328
2023,3803,50-54 ára,34,1300
2023,3803,45-49 ára,41,1300
2023,3803,5-9 ára,55,1328
2024,3803,90 ára og eldri,1,1328
2024,3803,35-39 ára,34,1300
2023,3803,5-9 ára,46,1300
2024,3803,90 ára og eldri,2,1300
2023,3803,25-29 ára,35,1300
2023,3803,70-74 ára,27,1300
2024,3803,15-19 ára,60,1328
2023,3803,80-84 ára,15,1328
2024,3803,85-89 ára,7,1328
2024,3803,40-44 ára,43,1300
2024,3803,25-29 ára,31,1300
2024,3803,70-74 ára,28,1300
2023,3803,15-19 ára,64,1328
2023,3803,85-89 ára,7,1328
2024,3803,70-74 ára,37,1328
2023,3803,30-34 ára,36,1328
2023,3803,10-14 ára,55,1328
2024,3803,80-84 ára,11,1300
2024,3803,30-34 ára,29,1328
2024,3803,30-34 ára,36,1300
2024,3803,15-19 ára,53,1300
2024,3803,45-49 ára,52,1300
2023,3803,55-59 ára,41,1328
2024,3803,0-4 ára,36,1328
2024,3803,25-29 ára,34,1328
2024,3803,75-79 ára,23,1328
2024,3803,50-54 ára,34,1300
2023,3803,0-4 ára,39,1300
2023,3803,65-69 ára,36,1300
2024,3803,85-89 ára,7,1300
2024,3803,50-54 ára,36,1328
2023,3803,25-29 ára,29,1328
2024,3803,65-69 ára,28,1328
2023,3803,10-14 ára,51,1300
2023,3803,50-54 ára,37,1328
2024,3803,5-9 ára,45,1328
2023,3803,30-34 ára,34,1300
2023,3803,55-59 ára,42,1300
2023,3803,35-39 ára,42,1328
2023,3803,15-19 ára,54,1300
2024,3803,20-24 ára,47,1300
2024,3803,55-59 ára,45,1328
2024,3803,45-49 ára,39,1328
2024,3803,80-84 ára,19,1328
2023,3803,35-39 ára,25,1300
2024,3803,60-64 ára,36,1328
2024,3803,35-39 ára,36,1328
2023,3803,60-64 ára,37,1328
2024,3803,10-14 ára,53,1300
2024,3803,10-14 ára,53,1328
2023,3803,75-79 ára,33,1300
2024,3803,0-4 ára,38,1300
2023,3803,40-44 ára,33,1328
2023,3803,45-49 ára,46,1328
2023,3803,90 ára og eldri,2,1300
2023,3803,80-84 ára,11,1300
2024,3803,55-59 ára,38,1300
2023,3803,70-74 ára,31,1328
2023,3803,85-89 ára,5,1300
2023,3804,40-44 ára,42,1739
2023,3804,90 ára og eldri,6,1739
2023,3804,70-74 ára,44,1832
2024,3804,40-44 ára,55,1832
2023,3804,80-84 ára,20,1832
2023,3804,40-44 ára,59,1832
2023,3804,5-9 ára,51,1832
2024,3804,75-79 ára,26,1739
2023,3804,15-19 ára,82,1832
2024,3804,15-19 ára,68,1739
2023,3804,90 ára og eldri,21,1832
2023,3804,85-89 ára,10,1739
2024,3804,15-19 ára,67,1832
2024,3804,80-84 ára,19,1832
2023,3804,0-4 ára,47,1739
2023,3804,65-69 ára,32,1832
2024,3804,80-84 ára,15,1739
2023,3804,15-19 ára,70,1739
2023,3804,5-9 ára,57,1739
2024,3804,30-34 ára,66,1739
2024,3804,45-49 ára,48,1739
2023,3804,30-34 ára,64,1739
2024,3804,25-29 ára,64,1739
2024,3804,40-44 ára,49,1739
2024,3804,30-34 ára,72,1832
2023,3804,20-24 ára,64,1739
2023,3804,75-79 ára,39,1832
2024,3804,60-64 ára,41,1832
2023,3804,25-29 ára,70,1739
2023,3804,70-74 ára,32,1739
2024,3804,70-74 ára,47,1832
2024,3804,85-89 ára,19,1832
2024,3804,20-24 ára,72,1739
2023,3804,85-89 ára,22,1832
2023,3804,75-79 ára,29,1739
2024,3804,5-9 ára,56,1832
2024,3804,65-69 ára,44,1739
2024,3804,50-54 ára,44,1739
2024,3804,55-59 ára,64,1739
2024,3804,60-64 ára,40,1739
2024,3804,50-54 ára,49,1832
2024,3804,10-14 ára,62,1739
2023,3804,80-84 ára,15,1739
2024,3804,65-69 ára,38,1832
2024,3804,70-74 ára,30,1739
2023,3804,35-39 ára,58,1832
2024,3804,90 ára og eldri,6,1739
2023,3804,45-49 ára,58,1832
2024,3804,35-39 ára,55,1832
2023,3804,35-39 ára,50,1739
2023,3804,0-4 ára,43,1832
2024,3804,45-49 ára,62,1832
2023,3804,20-24 ára,52,1832
2024,3804,10-14 ára,57,1832
2024,3804,35-39 ára,54,1739
2023,3804,45-49 ára,54,1739
2023,3804,50-54 ára,50,1832
2024,3804,5-9 ára,59,1739
2024,3804,0-4 ára,45,1832
2023,3804,60-64 ára,44,1832
2024,3804,25-29 ára,56,1832
2023,3804,55-59 ára,57,1739
2023,3804,25-29 ára,41,1832
2023,3804,65-69 ára,37,1739
2023,3804,55-59 ára,66,1832
2024,3804,55-59 ára,69,1832
2023,3804,10-14 ára,69,1739
2023,3804,10-14 ára,59,1832
2024,3804,85-89 ára,14,1739
2023,3804,30-34 ára,65,1832
2024,3804,0-4 ára,52,1739
2023,3804,60-64 ára,39,1739
2024,3804,90 ára og eldri,24,1832
2024,3804,20-24 ára,57,1832
2023,3804,50-54 ára,50,1739
2024,3804,75-79 ára,38,1832
2024,3901,40-44 ára,55,1815
2023,3901,70-74 ára,31,1815
2023,3901,25-29 ára,66,1782
2024,3901,75-79 ára,23,1815
2024,3901,50-54 ára,44,1815
2024,3901,80-84 ára,23,1815
2024,3901,10-14 ára,68,1815
2024,3901,15-19 ára,47,1782
2023,3901,30-34 ára,64,1815
2023,3901,45-49 ára,59,1815
2023,3901,60-64 ára,56,1782
2023,3901,0-4 ára,43,1782
2024,3901,90 ára og eldri,9,1782
2023,3901,50-54 ára,45,1815
2023,3901,50-54 ára,52,1782
2023,3901,30-34 ára,54,1782
2024,3901,45-49 ára,54,1815
2024,3901,30-34 ára,55,1815
2024,3901,5-9 ára,56,1815
2023,3901,45-49 ára,63,1782
2024,3901,30-34 ára,56,1782
2024,3901,65-69 ára,64,1782
2024,3901,85-89 ára,6,1815
2024,3901,75-79 ára,30,1782
2024,3901,50-54 ára,54,1782
2023,3901,15-19 ára,78,1815
2023,3901,65-69 ára,58,1815
2023,3901,90 ára og eldri,3,1815
2023,3901,85-89 ára,13,1782
2024,3901,35-39 ára,49,1815
2023,3901,10-14 ára,67,1815
2023,3901,75-79 ára,27,1815
2024,3901,15-19 ára,71,1815
2024,3901,65-69 ára,61,1815
2024,3901,25-29 ára,69,1815
2023,3901,40-44 ára,50,1815
2023,3901,80-84 ára,16,1782
2024,3901,80-84 ára,19,1782
2024,3901,70-74 ára,38,1815
2023,3901,60-64 ára,52,1815
2024,3901,25-29 ára,68,1782
2024,3901,55-59 ára,46,1815
2023,3901,25-29 ára,54,1815
2024,3901,70-74 ára,36,1782
2024,3901,20-24 ára,53,1782
2024,3901,0-4 ára,50,1782
2023,3901,75-79 ára,27,1782
2023,3901,5-9 ára,55,1782
2024,3901,90 ára og eldri,2,1815
2024,3901,5-9 ára,54,1782
2023,3901,35-39 ára,57,1782
2023,3901,55-59 ára,47,1815
2024,3901,55-59 ára,52,1782
2024,3901,20-24 ára,80,1815
2024,3901,0-4 ára,58,1815
2023,3901,5-9 ára,67,1815
2024,3901,60-64 ára,56,1815
2024,3901,45-49 ára,59,1782
2023,3901,90 ára og eldri,9,1782
2023,3901,55-59 ára,43,1782
2023,3901,10-14 ára,63,1782
2023,3901,70-74 ára,38,1782
2024,3901,35-39 ára,58,1782
2023,3901,0-4 ára,54,1815
2024,3901,60-64 ára,54,1782
2023,3901,40-44 ára,55,1782
2023,3901,20-24 ára,72,1815
2023,3901,35-39 ára,47,1815
2023,3901,85-89 ára,9,1815
2023,3901,65-69 ára,57,1782
2023,3901,20-24 ára,58,1782
2024,3901,40-44 ára,52,1782
2024,3901,10-14 ára,70,1782
2023,3901,15-19 ára,58,1782
2023,3901,80-84 ára,17,1815
2024,3901,85-89 ára,14,1782
2024,3902,20-24 ára,45,1484
2024,3902,40-44 ára,51,1615
2024,3902,25-29 ára,58,1484
2024,3902,85-89 ára,5,1484
2024,3902,25-29 ára,59,1615
2023,3902,60-64 ára,36,1484
2024,3902,5-9 ára,60,1484
2024,3902,55-59 ára,42,1615
2024,3902,70-74 ára,29,1484
2023,3902,5-9 ára,69,1615
2023,3902,40-44 ára,53,1484
2023,3902,85-89 ára,5,1484
2023,3902,75-79 ára,16,1615
2024,3902,75-79 ára,14,1484
2023,3902,55-59 ára,44,1484
2024,3902,60-64 ára,33,1484
2023,3902,30-34 ára,72,1615
2024,3902,0-4 ára,52,1484
2023,3902,20-24 ára,57,1615
2023,3902,70-74 ára,25,1615
2024,3902,30-34 ára,72,1615
2024,3902,90 ára og eldri,1,1484
2024,3902,15-19 ára,47,1615
2024,3902,0-4 ára,56,1615
2023,3902,50-54 ára,52,1615
2023,3902,35-39 ára,39,1484
2023,3902,15-19 ára,54,1615
2023,3902,85-89 ára,7,1615
2023,3902,30-34 ára,65,1484
2023,3902,90 ára og eldri,2,1615
2024,3902,45-49 ára,32,1484
2024,3902,35-39 ára,56,1615
2023,3902,50-54 ára,50,1484
2023,3902,90 ára og eldri,1,1484
2023,3902,10-14 ára,86,1484
2023,3902,45-49 ára,32,1484
2023,3902,10-14 ára,64,1615
2024,3902,35-39 ára,47,1484
2023,3902,25-29 ára,53,1484
2024,3902,55-59 ára,44,1484
2023,3902,20-24 ára,47,1484
2023,3902,45-49 ára,48,1615
2024,3902,45-49 ára,39,1615
2023,3902,40-44 ára,51,1615
2024,3902,20-24 ára,53,1615
2023,3902,5-9 ára,63,1484
2024,3902,70-74 ára,27,1615
2023,3902,80-84 ára,6,1615
2024,3902,65-69 ára,38,1615
2024,3902,65-69 ára,28,1484
2023,3902,55-59 ára,49,1615
2024,3902,80-84 ára,9,1615
2024,3902,75-79 ára,17,1615
2023,3902,70-74 ára,26,1484
2024,3902,10-14 ára,57,1615
2023,3902,0-4 ára,54,1615
2023,3902,0-4 ára,53,1484
2023,3902,25-29 ára,54,1615
2023,3902,80-84 ára,10,1484
2024,3902,50-54 ára,44,1484
2024,3902,10-14 ára,75,1484
2023,3902,65-69 ára,24,1484
2023,3902,15-19 ára,52,1484
2024,3902,60-64 ára,45,1615
2023,3902,75-79 ára,10,1484
2023,3902,60-64 ára,38,1615
2024,3902,5-9 ára,72,1615
2023,3902,65-69 ára,35,1615
2024,3902,40-44 ára,48,1484
2023,3902,35-39 ára,56,1615
2024,3902,50-54 ára,57,1615
2024,3902,15-19 ára,57,1484
2024,3902,85-89 ára,6,1615
2024,3902,80-84 ára,7,1484
2024,3902,30-34 ára,56,1484
2024,3902,90 ára og eldri,3,1615
2024,3903,65-69 ára,50,1959
2023,3903,90 ára og eldri,12,1990
2024,3903,85-89 ára,12,1990
2024,3903,5-9 ára,65,1990
2024,3903,10-14 ára,77,1959
2023,3903,65-69 ára,47,1959
2023,3903,70-74 ára,22,1990
2023,3903,10-14 ára,78,1959
2023,3903,5-9 ára,74,1990
2023,3903,0-4 ára,58,1959
2023,3903,10-14 ára,95,1990
2023,3903,70-74 ára,26,1959
2024,3903,15-19 ára,68,1959
2024,3903,5-9 ára,61,1959
2024,3903,0-4 ára,65,1959
2024,3903,90 ára og eldri,11,1990
2024,3903,0-4 ára,43,1990
2023,3903,5-9 ára,65,1959
2023,3903,15-19 ára,84,1990
2023,3903,90 ára og eldri,7,1959
2024,3903,10-14 ára,93,1990
2024,3903,90 ára og eldri,6,1959
2023,3903,0-4 ára,47,1990
2023,3903,55-59 ára,68,1959
2023,3903,45-49 ára,75,1990
2024,3903,15-19 ára,77,1990
2024,3903,25-29 ára,75,1990
2023,3903,75-79 ára,12,1959
2024,3903,75-79 ára,20,1990
2023,3903,65-69 ára,28,1990
2024,3903,55-59 ára,71,1959
2024,3903,70-74 ára,20,1990
2023,3903,85-89 ára,7,1959
2023,3903,20-24 ára,68,1990
2023,3903,20-24 ára,78,1959
2023,3903,80-84 ára,7,1990
2023,3903,25-29 ára,66,1959
2023,3903,40-44 ára,60,1959
2024,3903,80-84 ára,8,1990
2024,3903,30-34 ára,86,1990
2024,3903,80-84 ára,6,1959
2024,3903,30-34 ára,78,1959
2024,3903,60-64 ára,68,1990
2023,3903,30-34 ára,85,1990
2023,3903,30-34 ára,76,1959
2023,3903,45-49 ára,68,1959
2023,3903,55-59 ára,53,1990
2023,3903,60-64 ára,57,1959
2024,3903,55-59 ára,49,1990
2024,3903,25-29 ára,79,1959
2023,3903,50-54 ára,47,1959
2024,3903,20-24 ára,69,1959
2024,3903,70-74 ára,25,1959
2023,3903,35-39 ára,82,1959
2023,3903,85-89 ára,14,1990
2024,3903,65-69 ára,28,1990
2023,3903,75-79 ára,18,1990
2024,3903,50-54 ára,40,1959
2024,3903,85-89 ára,4,1959
2024,3903,20-24 ára,71,1990
2023,3903,50-54 ára,49,1990
2024,3903,50-54 ára,45,1990
